research_id,index_ai_intro_date,index_ai_intro_month,membership_tenure_days_at_index,ai_intro_count_total,ai_intro_count_first_30d,ai_intro_count_first_60d,ai_intro_count_first_90d,unique_members_introduced_count,matching_cycles_participated,first_vs_recurring_intro,average_group_size,repeat_match_count,repeat_match_rate,average_pair_score,median_pair_score,minimum_pair_score,maximum_pair_score,average_ai_correlation_score,matching_source_category,matching_algorithm_version,matching_pool_size,network_density_category,intro_delivered_count,successful_delivery_rate,retained_30d,retained_60d,retained_90d,retained_120d,retained_180d,days_from_index_to_service_end,valid_access_at_analysis_date,number_of_previous_introductions
R000961,2026-09-01,2026-09,340,1,1,1,1,2,1,1,3,2,0.1429,0.799941,0.799941,0.797814,0.802067,0.515216,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,7
R000962,2026-09-01,2026-09,341,1,1,1,1,2,1,1,3,0,0,0.528222,0.528222,0.417856,0.638587,0,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,6
R000963,2026-09-01,2026-09,61,1,1,1,1,3,1,0,4,0,0,0.689664,0.687528,0.660461,0.721003,0.574062,ai_unified_email_engine,14,28,medium_density,1,1,,,,,,,1,0
R000964,2026-09-01,2026-09,299,1,1,1,1,2,1,1,3,0,0,0.479453,0.479453,0.417856,0.54105,0,ai_unified_email_engine,14,39,high_density,1,1,,,,,,0,0,5
R000965,2026-09-01,2026-09,134,1,1,1,1,2,1,0,3,0,0,0.781426,0.781426,0.744005,0.818847,0.52306,ai_unified_email_engine,14,26,medium_density,1,1,,,,,,0,0,0
R000966,2026-09-01,2026-09,201,1,1,1,1,2,1,1,3,0,0,0.767376,0.767376,0.744407,0.790344,0.343436,ai_unified_email_engine,14,15,low_density,1,1,,,,,,,1,2
R000967,2026-09-01,2026-09,384,1,1,1,1,2,1,1,3,1,0.0588,0.650756,0.650756,0.539893,0.761618,0,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,8
R000968,2026-09-01,2026-09,225,1,1,1,1,2,1,1,3,0,0,0.661861,0.661861,0.569662,0.75406,0,ai_unified_email_engine,14,33,medium_density,1,1,,,,,,,1,3
R000969,2026-09-01,2026-09,226,1,1,1,1,2,1,1,3,0,0,0.371173,0.371173,0.279949,0.462397,0.57103,ai_unified_email_engine,14,42,high_density,1,1,,,,,,0,0,3
R000970,2026-09-01,2026-09,158,1,1,1,1,2,1,1,3,0,0,0.698952,0.698952,0.642886,0.755018,0.597128,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,1
R000971,2026-09-01,2026-09,338,1,1,1,1,2,1,1,3,0,0,0.791192,0.791192,0.789369,0.793014,0.535993,ai_unified_email_engine,14,54,high_density,1,1,,,,,,,1,7
R000972,2026-09-01,2026-09,289,1,1,1,1,2,1,1,3,1,0.1,0.306478,0.306478,0.250147,0.362808,0.463283,ai_unified_email_engine,14,6,very_low_density,1,1,,,,,,,1,5
R000973,2026-09-01,2026-09,328,1,1,1,1,2,1,1,3,0,0,0.736372,0.736372,0.677109,0.795635,0.617597,ai_unified_email_engine,14,69,high_density,1,1,,,,,,0,0,6
R000974,2026-09-01,2026-09,114,1,1,1,1,2,1,0,3,0,0,0.450621,0.450621,0.40612,0.495122,0.5063,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,0
R000975,2026-09-01,2026-09,435,1,1,1,1,2,1,1,3,0,0,0.585782,0.585782,0.577702,0.593861,0.606554,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,10
R000976,2026-09-01,2026-09,297,1,1,1,1,2,1,1,3,1,0.0909,0.808473,0.808473,0.797223,0.819723,0.573421,ai_unified_email_engine,14,98,high_density,1,1,,,,,,,1,5
R000977,2026-09-01,2026-09,405,1,1,1,1,2,1,1,3,0,0,0.797394,0.797394,0.783326,0.811462,0.582562,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,9
R000978,2026-09-01,2026-09,106,1,1,1,1,2,1,0,3,0,0,0.60296,0.60296,0.602707,0.603213,0.554111,ai_unified_email_engine,14,30,medium_density,1,1,,,,,,,1,0
R000979,2026-09-01,2026-09,269,1,1,1,1,2,1,1,3,2,0.25,0.791504,0.791504,0.738257,0.844751,0.588548,ai_unified_email_engine,14,34,medium_density,1,1,,,,,,5,0,4
R000980,2026-09-01,2026-09,347,1,1,1,1,2,1,1,3,0,0,0.640789,0.640789,0.591108,0.690469,0,ai_unified_email_engine,14,49,high_density,1,1,,,,,,,1,3
R000981,2026-09-01,2026-09,243,1,1,1,1,2,1,1,3,2,0.25,0.716418,0.716418,0.622883,0.809953,0.602826,ai_unified_email_engine,14,11,low_density,1,1,,,,,,,1,4
R000982,2026-09-01,2026-09,194,1,1,1,1,2,1,1,3,0,0,0.53148,0.53148,0.506692,0.556268,0.518613,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,2
R000983,2026-09-01,2026-09,301,1,1,1,1,2,1,1,3,1,0.0769,0.71311,0.71311,0.693937,0.732283,0.608333,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,6
R000984,2026-09-01,2026-09,84,1,1,1,1,2,1,0,3,0,0,0.696825,0.696825,0.5788,0.814849,0.568682,ai_unified_email_engine,14,22,low_density,1,1,,,,,,,1,0
R000985,2026-09-01,2026-09,384,1,1,1,1,2,1,1,3,0,0,0.816892,0.816892,0.807552,0.826231,0.585302,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,8
R000986,2026-09-01,2026-09,321,1,1,1,1,2,1,1,3,1,0.0769,0.551058,0.551058,0.541679,0.560436,0.609924,ai_unified_email_engine,14,26,medium_density,1,1,,,,,,,1,6
R000987,2026-09-01,2026-09,9,1,1,1,1,2,1,0,3,0,0,0.600129,0.600129,0.599621,0.600636,0.149237,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,0
R000988,2026-09-01,2026-09,255,1,1,1,1,2,1,1,3,0,0,0.467933,0.467933,0.439099,0.496766,0,ai_unified_email_engine,14,9,very_low_density,1,1,,,,,,,1,4
R000989,2026-09-01,2026-09,353,1,1,1,1,2,1,1,3,1,0.0909,0.7861,0.7861,0.776744,0.795455,0,ai_unified_email_engine,14,98,high_density,1,1,,,,,,,1,5
R000990,2026-09-01,2026-09,247,1,1,1,1,2,1,1,3,0,0,0.710311,0.710311,0.581084,0.839538,0.507292,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,4
R000991,2026-09-01,2026-09,356,1,1,1,1,2,1,1,3,0,0,0.508734,0.508734,0.413492,0.603976,0.606185,ai_unified_email_engine,14,45,high_density,1,1,,,,,,,1,7
R000992,2026-09-01,2026-09,106,1,1,1,1,2,1,0,3,0,0,0.58863,0.58863,0.561699,0.615561,0.555621,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,0
R000993,2026-09-01,2026-09,271,1,1,1,1,2,1,1,3,1,0.0909,0.532917,0.532917,0.497652,0.568182,0,ai_unified_email_engine,14,22,low_density,1,1,,,,,,,1,5
R000994,2026-09-01,2026-09,316,1,1,1,1,2,1,1,3,1,0.0769,0.696187,0.696187,0.644281,0.748093,0.511046,ai_unified_email_engine,14,27,medium_density,1,1,,,,,,0,0,6
R000995,2026-09-01,2026-09,102,1,1,1,1,2,1,0,3,0,0,0.440691,0.440691,0.331404,0.549978,0.481528,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,0
R000996,2026-09-01,2026-09,176,1,1,1,1,2,1,1,3,0,0,0.784072,0.784072,0.781354,0.78679,0.599463,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,7,0,1
R000997,2026-09-01,2026-09,182,1,1,1,1,2,1,1,3,0,0,0.709716,0.709716,0.67688,0.742552,0.674627,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,1
R000998,2026-09-01,2026-09,189,1,1,1,1,2,1,1,3,1,0.2,0.779601,0.779601,0.778436,0.780766,0.243008,ai_unified_email_engine,14,69,high_density,1,1,,,,,,,1,2
R000999,2026-09-01,2026-09,323,1,1,1,1,2,1,1,3,0,0,0.637133,0.637133,0.536494,0.737772,0.580262,ai_unified_email_engine,14,25,medium_density,1,1,,,,,,,1,6
R001000,2026-09-01,2026-09,234,1,1,1,1,2,1,1,3,0,0,0.836463,0.836463,0.834661,0.838265,0.536487,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,3
R001001,2026-09-01,2026-09,218,1,1,1,1,2,1,1,3,1,0.1429,0.758601,0.758601,0.755239,0.761962,0.61849,ai_unified_email_engine,14,11,low_density,1,1,,,,,,,1,3
R001002,2026-09-01,2026-09,244,1,1,1,1,3,1,1,4,0,0,0.460647,0.46286,0.454474,0.464607,0.3722,ai_unified_email_engine,14,13,low_density,1,1,,,,,,,1,4
R001003,2026-09-01,2026-09,238,1,1,1,1,2,1,1,3,0,0,0.755335,0.755335,0.755222,0.755449,0.252151,ai_unified_email_engine,14,69,high_density,1,1,,,,,,,1,3
R001004,2026-09-01,2026-09,298,1,1,1,1,2,1,1,3,1,0.2,0.736506,0.736506,0.705439,0.767573,0,ai_unified_email_engine,14,17,low_density,1,1,,,,,,,1,2
R001005,2026-09-01,2026-09,84,1,1,1,1,2,1,0,3,0,0,0.580397,0.580397,0.577244,0.583549,0.459774,ai_unified_email_engine,14,28,medium_density,1,1,,,,,,,1,0
R001006,2026-09-01,2026-09,197,1,1,1,1,2,1,1,3,0,0,0.787861,0.787861,0.729634,0.846088,0.561939,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,2
R001007,2026-09-01,2026-09,187,1,1,1,1,2,1,1,3,0,0,0.786831,0.786831,0.77673,0.796931,0.542523,ai_unified_email_engine,14,25,medium_density,1,1,,,,,,,1,2
R001008,2026-09-01,2026-09,290,1,1,1,1,2,1,1,3,1,0.0909,0.641863,0.641863,0.599054,0.684672,0.057093,ai_unified_email_engine,14,69,high_density,1,1,,,,,,,1,5
R001009,2026-09-01,2026-09,322,1,1,1,1,2,1,1,3,0,0,0.825503,0.825503,0.824231,0.826775,0.574885,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,6
R001010,2026-09-01,2026-09,353,1,1,1,1,2,1,1,3,0,0,0.823555,0.823555,0.807697,0.839413,0.591517,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,4
R001011,2026-09-01,2026-09,185,1,1,1,1,2,1,1,3,0,0,0.638133,0.638133,0.620016,0.65625,0,ai_unified_email_engine,14,72,high_density,1,1,,,,,,,1,2
R001012,2026-09-01,2026-09,214,1,1,1,1,2,1,1,3,0,0,0.519403,0.519403,0.516333,0.522472,0.574273,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,2
R001013,2026-09-01,2026-09,277,1,1,1,1,2,1,1,3,2,0.2,0.383323,0.383323,0.277394,0.489252,0.578066,ai_unified_email_engine,14,10,low_density,1,1,,,,,,,1,5
R001014,2026-09-01,2026-09,248,1,1,1,1,2,1,1,3,0,0,0.812231,0.812231,0.793888,0.830574,0,ai_unified_email_engine,14,26,medium_density,1,1,,,,,,,1,4
R001015,2026-09-01,2026-09,339,1,1,1,1,2,1,1,3,0,0,0.528716,0.528716,0.49046,0.566971,0.527464,ai_unified_email_engine,14,69,high_density,1,1,,,,,,,1,7
R001016,2026-09-01,2026-09,337,1,1,1,1,2,1,1,3,0,0,0.685968,0.685968,0.648321,0.723614,0.525604,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,7
R001017,2026-09-01,2026-09,210,1,1,1,1,2,1,1,3,0,0,0.749674,0.749674,0.717347,0.782,0.542942,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,2
R001018,2026-09-01,2026-09,271,1,1,1,1,2,1,1,3,0,0,0.543395,0.543395,0.475214,0.611575,0,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,4
R001019,2026-09-01,2026-09,217,1,1,1,1,2,1,1,3,2,0.5,0.530911,0.530911,0.493626,0.568196,0.541974,ai_unified_email_engine,14,8,very_low_density,1,1,,,,,,,1,2
R001020,2026-09-01,2026-09,336,1,1,1,1,2,1,1,3,1,0.0667,0.668855,0.668855,0.517767,0.819943,0.281705,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,7
R001021,2026-09-01,2026-09,86,1,1,1,1,2,1,0,3,0,0,0.789961,0.789961,0.779197,0.800724,0.752388,ai_unified_email_engine,14,22,low_density,1,1,,,,,,5,0,0
R001022,2026-09-01,2026-09,236,1,1,1,1,2,1,1,3,0,0,0.624541,0.624541,0.610066,0.639016,0.598146,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,3
R001023,2026-09-01,2026-09,177,1,1,1,1,2,1,1,3,0,0,0.613832,0.613832,0.611844,0.61582,0.535628,ai_unified_email_engine,14,48,high_density,1,1,,,,,,,1,1
R001024,2026-09-01,2026-09,197,1,1,1,1,2,1,1,3,0,0,0.793596,0.793596,0.769271,0.81792,0.56171,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,2
R001025,2026-09-01,2026-09,341,1,1,1,1,2,1,1,3,1,0.0769,0.586547,0.586547,0.542999,0.630094,0,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,6
R001026,2026-09-01,2026-09,253,1,1,1,1,2,1,1,3,0,0,0.568182,0.568182,0.568182,0.568182,0,ai_unified_email_engine,14,48,high_density,1,1,,,,,,,1,3
R001027,2026-09-01,2026-09,246,1,1,1,1,2,1,1,3,0,0,0.554631,0.554631,0.502679,0.606583,0,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,4
R001028,2026-09-01,2026-09,161,1,1,1,1,2,1,1,3,0,0,0.698445,0.698445,0.616191,0.780698,0.565299,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,1
R001029,2026-09-01,2026-09,296,1,1,1,1,2,1,1,3,1,0.0909,0.604884,0.604884,0.492363,0.717405,0.52674,ai_unified_email_engine,14,12,low_density,1,1,,,,,,,1,5
R001030,2026-09-01,2026-09,187,1,1,1,1,2,1,1,3,0,0,0.672862,0.672862,0.596513,0.749212,0,ai_unified_email_engine,14,54,high_density,1,1,,,,,,,1,2
R001031,2026-09-01,2026-09,236,1,1,1,1,2,1,1,3,1,0.1429,0.538397,0.538397,0.431235,0.645558,0.564983,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,3
R001032,2026-09-01,2026-09,132,1,1,1,1,2,1,0,3,0,0,0.521975,0.521975,0.48549,0.558461,0.27346,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,0
R001033,2026-09-01,2026-09,52,1,1,1,1,2,1,0,3,0,0,0.520869,0.520869,0.361065,0.680673,0,ai_unified_email_engine,14,33,medium_density,1,1,,,,,,6,0,0
R001034,2026-09-01,2026-09,235,1,1,1,1,2,1,1,3,0,0,0.510374,0.510374,0.496974,0.523773,0.636205,ai_unified_email_engine,14,20,low_density,1,1,,,,,,,1,3
R001035,2026-09-01,2026-09,63,1,1,1,1,2,1,0,3,0,0,0.728211,0.728211,0.70858,0.747841,0.57775,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,0
R001036,2026-09-01,2026-09,194,1,1,1,1,2,1,1,3,0,0,0.671285,0.671285,0.556798,0.785772,0.580868,ai_unified_email_engine,14,13,low_density,1,1,,,,,,,1,2
R001037,2026-09-01,2026-09,309,1,1,1,1,2,1,1,3,1,0.0769,0.589762,0.589762,0.587588,0.591935,0.514355,ai_unified_email_engine,14,13,low_density,1,1,,,,,,,1,6
R001038,2026-09-01,2026-09,323,1,1,1,1,2,1,1,3,0,0,0.458396,0.458396,0.387471,0.529321,0.41266,ai_unified_email_engine,14,38,high_density,1,1,,,,,,0,0,5
R001039,2026-09-01,2026-09,170,1,1,1,1,2,1,1,3,1,0.3333,0.706598,0.706598,0.673013,0.740184,0.612238,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,1
R001040,2026-09-01,2026-09,70,1,1,1,1,2,1,0,3,0,0,0.387963,0.387963,0.274457,0.501469,0.552096,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,0
R001041,2026-09-01,2026-09,275,1,1,1,1,1,1,1,2,0,0,0.621268,0.621268,0.621268,0.621268,0.622873,ai_unified_email_engine,14,11,low_density,1,1,,,,,,,1,5
R001042,2026-09-01,2026-09,378,1,1,1,1,2,1,0,3,0,0,0.536909,0.536909,0.533875,0.539944,0,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,0
R001043,2026-09-01,2026-09,386,1,1,1,1,2,1,1,3,0,0,0.828159,0.828159,0.827341,0.828978,0.573581,ai_unified_email_engine,14,98,high_density,1,1,,,,,,,1,8
R001044,2026-09-01,2026-09,210,1,1,1,1,2,1,1,3,0,0,0.734335,0.734335,0.682413,0.786256,0.355729,ai_unified_email_engine,14,69,high_density,1,1,,,,,,,1,2
R001045,2026-09-01,2026-09,251,1,1,1,1,1,1,1,2,0,0,0.533781,0.533781,0.533781,0.533781,0.576622,ai_unified_email_engine,14,11,low_density,1,1,,,,,,,1,4
R001046,2026-09-01,2026-09,246,1,1,1,1,2,1,1,3,1,0.1111,0.559373,0.559373,0.448867,0.669878,0.564441,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,4
R001047,2026-09-01,2026-09,247,1,1,1,1,2,1,1,3,0,0,0.67124,0.67124,0.556013,0.786467,0.538304,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,4
R001048,2026-09-01,2026-09,426,1,1,1,1,2,1,1,3,1,0.0526,0.797719,0.797719,0.786026,0.809412,0.579754,ai_unified_email_engine,14,53,high_density,1,1,,,,,,,1,9
R001049,2026-09-01,2026-09,202,1,1,1,1,2,1,1,3,0,0,0.674915,0.674915,0.639982,0.709847,0.361649,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,2
R001050,2026-09-01,2026-09,213,1,1,1,1,2,1,1,3,0,0,0.592313,0.592313,0.492185,0.69244,0.587108,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,3
R001051,2026-09-01,2026-09,333,1,1,1,1,2,1,1,3,0,0,0.766061,0.766061,0.685846,0.846275,0.249008,ai_unified_email_engine,14,49,high_density,1,1,,,,,,,1,7
R001052,2026-09-01,2026-09,69,1,1,1,1,2,1,0,3,0,0,0.832306,0.832306,0.829948,0.834664,0.559058,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,0
R001053,2026-09-01,2026-09,329,1,1,1,1,2,1,1,3,0,0,0.679646,0.679646,0.670153,0.689139,0.521624,ai_unified_email_engine,14,22,low_density,1,1,,,,,,,1,6
R001054,2026-09-01,2026-09,271,1,1,1,1,2,1,1,3,1,0.0909,0.671076,0.671076,0.599278,0.742874,0.573197,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,2,0,5
R001055,2026-09-01,2026-09,300,1,1,1,1,3,1,1,4,1,0.0833,0.429656,0.390442,0.384878,0.513649,0.567431,ai_unified_email_engine,14,19,low_density,1,1,,,,,,,1,5
R001056,2026-09-01,2026-09,368,1,1,1,1,2,1,1,3,0,0,0.780827,0.780827,0.779941,0.781712,0.564369,ai_unified_email_engine,14,90,high_density,1,1,,,,,,,1,8
R001057,2026-09-01,2026-09,480,1,1,1,1,2,1,1,3,1,0.0769,0.728518,0.728518,0.694256,0.76278,0.507378,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,6
R001058,2026-09-01,2026-09,188,1,1,1,1,2,1,1,3,0,0,0.679388,0.679388,0.591199,0.767576,0.272381,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,2
R001059,2026-09-01,2026-09,285,1,1,1,1,2,1,1,3,2,0.2,0.688936,0.688936,0.570526,0.807346,0.502173,ai_unified_email_engine,14,11,low_density,1,1,,,,,,,1,5
R001060,2026-09-01,2026-09,300,1,1,1,1,2,1,1,3,0,0,0.66565,0.66565,0.615796,0.715503,0.575042,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,5
R001061,2026-09-01,2026-09,310,1,1,1,1,2,1,1,3,3,0.2308,0.781267,0.781267,0.778859,0.783674,0.55588,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,7
R001062,2026-09-01,2026-09,301,1,1,1,1,2,1,1,3,1,0.0909,0.759117,0.759117,0.748962,0.769271,0.598072,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,6
R001063,2026-09-01,2026-09,344,1,1,1,1,2,1,1,3,1,0.0667,0.77809,0.77809,0.74303,0.813149,0.583085,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,7
R001064,2026-09-01,2026-09,265,1,1,1,1,2,1,1,3,0,0,0.74084,0.74084,0.712576,0.769104,0.533369,ai_unified_email_engine,14,42,high_density,1,1,,,,,,,1,4
R001065,2026-09-01,2026-09,196,1,1,1,1,2,1,1,3,0,0,0.729204,0.729204,0.614713,0.843695,0.555992,ai_unified_email_engine,14,90,high_density,1,1,,,,,,,1,2
R001066,2026-09-01,2026-09,230,1,1,1,1,2,1,1,3,0,0,0.595441,0.595441,0.50531,0.685572,0.604621,ai_unified_email_engine,14,23,low_density,1,1,,,,,,,1,3
R001067,2026-09-01,2026-09,214,1,1,1,1,2,1,1,3,0,0,0.713676,0.713676,0.60446,0.822892,0.535432,ai_unified_email_engine,14,98,high_density,1,1,,,,,,,1,3
R001068,2026-09-01,2026-09,235,1,1,1,1,2,1,1,3,0,0,0.769459,0.769459,0.757954,0.780964,0.524096,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,4
R001069,2026-09-01,2026-09,389,1,1,1,1,2,1,1,3,0,0,0.803981,0.803981,0.781396,0.826565,0.558268,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,8
R001070,2026-09-01,2026-09,287,1,1,1,1,2,1,1,3,1,0.0909,0.573456,0.573456,0.52632,0.620591,0.610768,ai_unified_email_engine,14,10,low_density,1,1,,,,,,7,0,5
R001071,2026-09-01,2026-09,357,1,1,1,1,2,1,1,3,1,0.0667,0.837802,0.837802,0.8332,0.842403,0.561765,ai_unified_email_engine,14,98,high_density,1,1,,,,,,,1,7
R001072,2026-09-01,2026-09,346,1,1,1,1,2,1,1,3,0,0,0.760255,0.760255,0.742875,0.777634,0.542498,ai_unified_email_engine,14,45,high_density,1,1,,,,,,,1,7
R001073,2026-09-01,2026-09,303,1,1,1,1,2,1,1,3,2,0.1667,0.801708,0.801708,0.786018,0.817397,0.54381,ai_unified_email_engine,14,19,low_density,1,1,,,,,,,1,6
R001074,2026-09-01,2026-09,389,1,1,1,1,2,1,1,3,0,0,0.43887,0.43887,0.412211,0.465529,0,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,6
R001075,2026-09-01,2026-09,223,1,1,1,1,2,1,1,3,1,0.1429,0.47392,0.47392,0.454545,0.493295,0,ai_unified_email_engine,14,98,high_density,1,1,,,,,,,1,3
R001076,2026-09-01,2026-09,322,1,1,1,1,2,1,1,3,2,0.1667,0.765301,0.765301,0.735366,0.795236,0.566335,ai_unified_email_engine,14,11,low_density,1,1,,,,,,,1,6
R001077,2026-09-01,2026-09,29,1,1,1,1,2,1,0,3,0,0,0.760129,0.760129,0.742875,0.777384,0.523206,ai_unified_email_engine,14,45,high_density,1,1,,,,,,,1,0
R001078,2026-09-01,2026-09,55,1,1,1,1,2,1,0,3,0,0,0.396501,0.396501,0.281167,0.511834,0.398784,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,0
R001079,2026-09-01,2026-09,265,1,1,1,1,2,1,1,3,0,0,0.400652,0.400652,0.321398,0.479905,0.254636,ai_unified_email_engine,14,30,medium_density,1,1,,,,,,,1,4
R001080,2026-09-01,2026-09,227,1,1,1,1,2,1,1,3,0,0,0.811927,0.811927,0.781521,0.842332,0.579827,ai_unified_email_engine,14,26,medium_density,1,1,,,,,,,1,3
R001081,2026-09-01,2026-09,202,1,1,1,1,2,1,1,3,0,0,0.755077,0.755077,0.741531,0.768623,0.548559,ai_unified_email_engine,14,90,high_density,1,1,,,,,,,1,2
R001082,2026-09-01,2026-09,51,1,1,1,1,2,1,0,3,0,0,0.643519,0.643519,0.611928,0.67511,0.55095,ai_unified_email_engine,14,26,medium_density,1,1,,,,,,,1,0
R001083,2026-09-01,2026-09,300,1,1,1,1,2,1,1,3,1,0.0909,0.587852,0.587852,0.562262,0.613442,0.314684,ai_unified_email_engine,14,27,medium_density,1,1,,,,,,,1,5
R001084,2026-09-01,2026-09,245,1,1,1,1,2,1,1,3,0,0,0.764674,0.764674,0.683035,0.846313,0.572526,ai_unified_email_engine,14,45,high_density,1,1,,,,,,,1,4
R001085,2026-09-01,2026-09,177,1,1,1,1,2,1,0,3,0,0,0.763954,0.763954,0.723428,0.80448,0.573534,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,0
R001086,2026-09-01,2026-09,343,1,1,1,1,2,1,1,3,0,0,0.55428,0.55428,0.549968,0.558592,0.354033,ai_unified_email_engine,14,56,high_density,1,1,,,,,,,1,7
R001087,2026-09-01,2026-09,383,1,1,1,1,2,1,1,3,0,0,0.813904,0.813904,0.7848,0.843008,0.55175,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,8
R001088,2026-09-01,2026-09,204,1,1,1,1,2,1,1,3,1,0.2,0.796353,0.796353,0.785744,0.806961,0.541367,ai_unified_email_engine,14,7,very_low_density,1,1,,,,,,,1,2
R001089,2026-09-01,2026-09,343,1,1,1,1,2,1,1,3,1,0.0667,0.664214,0.664214,0.618081,0.710348,0.552595,ai_unified_email_engine,14,49,high_density,1,1,,,,,,,1,7
R001090,2026-09-01,2026-09,106,1,1,1,1,2,1,0,3,0,0,0.556649,0.556649,0.552881,0.560417,0,ai_unified_email_engine,14,30,medium_density,1,1,,,,,,,1,0
R001091,2026-09-01,2026-09,128,1,1,1,1,2,1,0,3,0,0,0.701332,0.701332,0.620615,0.782049,0.607271,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,0
R001092,2026-09-01,2026-09,287,1,1,1,1,1,1,1,2,0,0,0.474727,0.474727,0.474727,0.474727,0.431594,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,5
R001093,2026-09-01,2026-09,271,1,1,1,1,2,1,1,3,0,0,0.799809,0.799809,0.795455,0.804162,0.310781,ai_unified_email_engine,14,24,medium_density,1,1,,,,,,,1,4
R001094,2026-09-01,2026-09,270,1,1,1,1,2,1,1,3,1,0.1111,0.618578,0.618578,0.542999,0.694157,0.249222,ai_unified_email_engine,14,38,high_density,1,1,,,,,,,1,4
R001095,2026-09-01,2026-09,323,1,1,1,1,2,1,1,3,1,0.0769,0.697757,0.697757,0.692316,0.703197,0.59627,ai_unified_email_engine,14,31,medium_density,1,1,,,,,,,1,6
R001096,2026-09-01,2026-09,143,1,1,1,1,2,1,1,3,0,0,0.841605,0.841605,0.840702,0.842508,0.5415,ai_unified_email_engine,14,130,high_density,1,1,,,,,,,1,1
R001097,2026-09-01,2026-09,240,1,1,1,1,2,1,1,3,0,0,0.608233,0.608233,0.5786,0.637865,0.537185,ai_unified_email_engine,14,39,high_density,1,1,,,,,,,1,4
R001098,2026-09-01,2026-09,339,1,1,1,1,2,1,1,3,0,0,0.785774,0.785774,0.76923,0.802318,0.578894,ai_unified_email_engine,14,49,high_density,1,1,,,,,,,1,7
R001099,2026-09-01,2026-09,270,1,1,1,1,2,1,1,3,0,0,0.747798,0.747798,0.717008,0.778587,0.598401,ai_unified_email_engine,14,35,medium_density,1,1,,,,,,,1,5
R001100,2026-09-01,2026-09,94,1,1,1,1,2,1,0,3,0,0,0.816323,0.816323,0.804432,0.828214,0.568079,ai_unified_email_engine,14,98,high_density,1,1,,,,,,,1,0
R001101,2026-09-01,2026-09,269,1,1,1,1,2,1,1,3,0,0,0.843915,0.843915,0.841963,0.845866,0.568602,ai_unified_email_engine,14,23,low_density,1,1,,,,,,,1,4
